modality_group,id,experience,modality,feature_type,feature_dim,dim_reduction,Features
PPG,305,RF 30 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,RF 30 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,RF 60 EDA-HRV,"EDA, PPG",handcrafted,low,no,"EDA features: Mean Tonic Component, SD Tonic (Standard deviation of the tonic component), Perc20 (20th percentile of the phasic component), Perc80 Tonic (80th percentile of the tonic component), Quartdev Tonic (Quartile deviation 75 percentile - 25 percentile of the tonic component), Strong Peaks (The number of strong peaks per 100 seconds) and Peaks Phasic (The number of peaks per 100 seconds). HRV features: Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF)
(Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,305,RF 60 HRV,PPG,handcrafted,low,no,"Time Domain Features: Mean HR, standard deviation of the inter-beat interval (STD RR), mean value of the inter-beat (RR) intervals (Mean RR), root mean square of successive difference of the RR intervals (RMSSD), the percentage of the number of successive RR intervals varying more than 50ms from the previous interval (pNN50), the total number of RR intervals divided by the height of the histogram of all RR intervals measured on a scale with bins of 1/128 s (HRV triangular index), and triangular interpolation of RR interval histogram (TINN). Frequency Domain Features: Low frequency power (LF), high-frequency power (HF), very low frequency power (VLF), prevalent low frequency (pLF), prevalent high frequency (pHF), the ratio of LF to HF (LF/HF) (Preprocessing +FFT), LF, HF, LF/HF (Lomb-Scargle)"
PPG,374,374.0.1,PPG,deep,not coded,no,time series data (Automatic feature extraction via DL)
PPG,382,382.0.1 HR CNN,PPG,hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio)"
PPG,382,382.0.1 HR CRNN,PPG,hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio)"
PPG,382,382.0.1 HR RNN,PPG,hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio)"
PPG,382,382.0.1 HRB CNN,"PPG, microphone",hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio) + spectral features  (Two-dimensional Mel-frequency cepstral coefficient features are transformed into one-dimensional features by condensing along the time axis using the average values)"
PPG,382,382.0.1 HRB CRNN,"PPG, microphone",hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio) + spectral features  (Two-dimensional Mel-frequency cepstral coefficient features are transformed into one-dimensional features by condensing along the time axis using the average values)"
PPG,382,382.0.1 HRB RNN,"PPG, microphone",hybrid,medium,no,"Statistical Features (mean, standard deviation, variance, coefficient of variance, range, coefficient of range, energy, power, root mean square, first quartile, second quartile or median, third quartile, maximum, skewness, interquartile range, coefficient of interquartile, mean absolute deviation, kurtosis, median absolute deviation, root sum of squares, and signal to noise ratio) + spectral features  (Two-dimensional Mel-frequency cepstral coefficient features are transformed into one-dimensional features by condensing along the time axis using the average values)"
PPG,401,S1 in-sample 1HB,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 in-sample 30HB s20,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 in-sample 30HB s80,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 in-sample s80 30HB high-HR,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 in-sample s80 30HB low-HR,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 in-sample s80 30HB mid-HR,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 15HB,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 1HB,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 30HB s20,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 30HB s40,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 30HB s60,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 30HB s80,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample 5HB,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample s80 30HB high-HR,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample s80 30HB low-HR,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S1 out-of-sample s80 30HB mid-HR,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB high-high,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB high-low,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB high-mid,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB low-high,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB low-low,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB low-mid,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB mid-high,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB mid-low,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 in-sample s80 30HB mid-mid,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB high-high,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB high-low,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB high-mid,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB low-high,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB low-low,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB low-mid,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB mid-high,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB mid-low,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,401,S2 out-of-sample s80 30HB mid-mid,PPG,deep,not coded,no,"single wave features for each PPG period by the temporal convolutional network (TCN), temporal relationships with LSTM"
PPG,459,level 1,PPG,handcrafted,medium,no,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 1 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio"
PPG,459,level 2,PPG,handcrafted,medium,no,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 2 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio"
PPG,459,level 3,PPG,handcrafted,medium,no,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 3 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio"
PPG,459,level 4,PPG,handcrafted,medium,no,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then split level 4 into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio"
PPG,459,level fusion,PPG,handcrafted,medium,no,"Split into approximation of coefficients and detail coefficients via discrete wavelet decomposition, then each n level into high and low frequency signal component. 10 statistical features are extracted from each level of the sub-band levels: Variance, Maximum, Amplitude Minimum Amplitude, Maximum Energy, Minimum Energy, Standard deviation, Peak2peak, Root mean square level(RMS), Mean or Median absolute deviation and Peak magnitude to RMS ratio"
PPG,486,486.0.1 / Exp 2 Bior1.1 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.1 A2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.1 A3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.1 D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.1 D2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.1 D3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.3 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.3 A2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.3 A3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.3 D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.3 D2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.3 D3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.5 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.5 A2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.5 A3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.5 D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.5 D2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior1.5 D3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.2  D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.2 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.2 A2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.2 A3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.2 D2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.2 D3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.4  D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.4 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.4 A2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.4 A3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.4 D2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.4 D3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.6  D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.6 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.6 A2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.6 A3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.6 D2,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.6 D3,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.8  D1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
PPG,486,486.0.1 / Exp 2 Bior2.8 A1,PPG,handcrafted,low,no,"time-domain statistical features from wavelet-decomposed signal into 3 sub-bands (Variance, Mean energy, Minimum energy, Maximum energy, Mean, Minimum amplitude, Standard deviation (STD), Maximum amplitude, Range, Peak-to-peak, Root‑mean‑square (RMS), Peak magnitude to RMS ratio) from each detail (D1–D3) and approximation (A1–A3)"
